Name,Address,City,Latitude,Longitude,Source
"St. Augustine, Florida",,"St. Augustine, FL",29.904158,-81.3123,Hodes
New York,,"New York, NY",40.71243,-73.979617,Hodes
Manhattan,,"New York, NY",40.782165,-73.96955,Hodes
Upper West Side,,"New York, NY",40.786703,-73.97635,Hodes
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Hodes
Upper West Side,,"New York, NY",40.786703,-73.97635,Hodes
New York,,"New York, NY",40.71243,-73.979617,Hodes
Upper West Side,,"New York, NY",40.786703,-73.97635,Hodes
Needle Park,"Broadway &, W 70th St","New York, NY",40.77705,-73.98199,Hodes
New York,,"New York, NY",40.71243,-73.979617,Hodes
Needle Park,"Broadway &, W 70th St","New York, NY",40.77705,-73.98199,Hodes
Needle Park,"Broadway &, W 70th St","New York, NY",40.77705,-73.98199,Hodes
Upper West Side,,"New York, NY",40.786703,-73.97635,Hodes
Central Park West,,"New York, NY",40.784636,-73.969822,Hodes
New York,,"New York, NY",40.71243,-73.979617,Hodes
New York,,"New York, NY",40.71243,-73.979617,Hodes
New York,,"New York, NY",40.71243,-73.979617,Hodes
New York City,,"New York, NY",40.71243,-73.979617,Hodes
New Hampshire,,,43.377371,-71.61681,Hodes
New York,,"New York, NY",40.71243,-73.979617,Hodes
New York,,"New York, NY",40.71243,-73.979617,Hodes
New York,,"New York, NY",40.71243,-73.979617,Hodes
New York,,"New York, NY",40.71243,-73.979617,Hodes
America,,,39.631537,-100.77659,Hodes
Long Island,,,40.791974,-73.136261,Hodes
Greenwich Village,,"New York, NY",40.733518,-74.002506,Hodes
Greenwich Village,,"New York, NY",40.733518,-74.002506,Hodes
Sixth Avenue,,"New York, NY",40.742917,73.992792,Hodes
Sixth Avenue,,"New York, NY",40.742917,73.992792,Hodes
New Hampshire,,,43.377371,-71.61681,Hodes
Hanover,,,43.706744,-72.286914,Hodes
Sag Harbor,,"Sag Harbor, NY",41.000321,-72.292663,Hodes
New York City,,"New York, NY",40.71243,-73.979617,Hodes
Long Island,,,40.791974,-73.136261,Hodes
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Hodes
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Hodes
Chicago,,"Chicago, IL",41.877702,-87.629009,Hodes
Chicago,,"Chicago, IL",41.877702,-87.629009,Hodes
Vietnam,,,14.572049,108.128215,Hodes
Chicago,,"Chicago, IL",41.877702,-87.629009,Hodes
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Hodes
Columbia,,"New York, NY",40.807535,-73.962605,Hodes
New York,,"New York, NY",40.71243,-73.979617,Hodes
Sag Harbor,,"Sag Harbor, NY",41.000321,-72.292663,Hodes
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Hodes
Vietnam,,,14.572049,108.128215,Hodes
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Hodes
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Hodes
North Mass[achusetts Hall],14 Mass Row,"Hanover, NH",43.7034068,-72.290392,Hodes
North Mass,14 Mass Row,"Hanover, NH",43.7034068,-72.290392,Hodes
North Mass Hall,14 Mass Row,"Hanover, NH",43.7034068,-72.290392,Hodes
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Hodes
Parkhurst Hall,14 N Main St,"Hanover, NH",43.70367,-72.28956,Hodes
Parkhurst Hall,14 N Main St,"Hanover, NH",43.70367,-72.28956,Hodes
Parkhurst Hall,14 N Main St,"Hanover, NH",43.70367,-72.28956,Hodes
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Hodes
"Hanover, New Hampshire",,"Hanover, NH",43.706744,-72.286914,Hodes
"Berkeley, California",,"Berkeley, CA",37.871223,-122.272941,Hodes
Columbia,,"New York, NY",40.807535,-73.962605,Hodes
United States,,,39.631537,-100.77659,Hodes
Hanover Inn,2 E Wheelock St,"Hanover, NH",43.702207,-72.288819,Hodes
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Hodes
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Hodes
"Hanover, New Hampshire",,"Hanover, NH",43.706744,-72.286914,Hodes
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Hodes
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Hodes
New Hampshire,,,43.377371,-71.61681,Hodes
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Hodes
Washington,,"Washington, D.C.",38.90542,-77.036307,Hodes
Parkhurst,14 N Main St,"Hanover, NH",43.70367,-72.28956,Hodes
New York City,,"New York, NY",40.71243,-73.979617,Hodes
Vietnam,,,14.572049,108.128215,Hodes
Vietnam,,,14.572049,108.128215,Hodes
North Massachusetts Hall,14 Mass Row,"Hanover, NH",43.7034068,-72.290392,Hodes
New York,,"New York, NY",40.71243,-73.979617,Hodes
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Hodes
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Hodes
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Hodes
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Hodes
Canada,,,57.679315,-101.736004,Hodes
Central Park West,,"New York, NY",40.784636,-73.969822,Hodes
Central Park West,,"New York, NY",40.784636,-73.969822,Hodes
Vietnam,,,14.572049,108.128215,Hodes
North Mass,14 Mass Row,"Hanover, NH",43.7034068,-72.290392,Hodes
Gold Coast,,"Hanover, NH",43.704836,-72.291663,Hodes
Gold Coast,,"Hanover, NH",43.704836,-72.291663,Hodes
Gold Coast,,"Hanover, NH",43.704836,-72.291663,Hodes
Gile,10 Tuck Mall,"Hanover, NH",43.70511,-72.28983,Hodes
Streeter,19 Tuck Mall,"Hanover, NH",43.7050767,-72.292435,Hodes
Streeter,19 Tuck Mall,"Hanover, NH",43.7050767,-72.292435,Hodes
Lord,,"Hanover, NH",43.704643,-72.292117,Hodes
Lord,,"Hanover, NH",43.704643,-72.292117,Hodes
Gile,10 Tuck Mall,"Hanover, NH",43.70511,-72.28983,Hodes
Streeter,19 Tuck Mall,"Hanover, NH",43.7050767,-72.292435,Hodes
Lord,,"Hanover, NH",43.704643,-72.292117,Hodes
Gile,10 Tuck Mall,"Hanover, NH",43.70511,-72.28983,Hodes
Streeter,19 Tuck Mall,"Hanover, NH",43.7050767,-72.292435,Hodes
Lord,,"Hanover, NH",43.704643,-72.292117,Hodes
Gile,10 Tuck Mall,"Hanover, NH",43.70511,-72.28983,Hodes
Streeter,19 Tuck Mall,"Hanover, NH",43.7050767,-72.292435,Hodes
Lyme,,"Lyme, NH",43.809263,-72.155953,Hodes
Lyme,,"Lyme, NH",43.809263,-72.155953,Hodes
Parkhurst,14 N Main St,"Hanover, NH",43.70367,-72.28956,Hodes
Parkhurst,14 N Main St,"Hanover, NH",43.70367,-72.28956,Hodes
the Green,1 E Wheelock St,"Hanover, NH",43.7026337,-72.2876095,Hodes
CRREL,72 Lyme Rd,"Hanover, NH",43.7241057,-72.2732507,Hodes
Parkhurst,14 N Main St,"Hanover, NH",43.70367,-72.28956,Hodes
Parkhurst,14 N Main St,"Hanover, NH",43.70367,-72.28956,Hodes
Parkhurst,14 N Main St,"Hanover, NH",43.70367,-72.28956,Hodes
Boston,,"Boston, MA",42.359814,-71.058755,Hodes
Kiewit [Computation Center],,"Hanover, NH",43.705974,-72.289135,Hodes
Kiewit,,"Hanover, NH",43.705974,-72.289135,Hodes
Parkhurst,14 N Main St,"Hanover, NH",43.70367,-72.28956,Hodes
Parkhurst,14 N Main St,"Hanover, NH",43.70367,-72.28956,Hodes
Hollywood,,"Los Angeles, CA",34.093031,-118.32974,Hodes
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Hodes
Mexico,,,23.83195,-102.340274,Hodes
Washington,,"Washington, D.C.",38.90542,-77.036307,Hodes
"Washington, DC",,"Washington, D.C.",38.90542,-77.036307,Hodes
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Hodes
Sag Harbor,,"Sag Harbor, NY",41.000321,-72.292663,Hodes
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Hodes
Dartmouth College,,"Hanover, NH",43.704425,-72.288704,Hodes
Kent State,800 E Summit St,"Kent, OH",41.1469417,-81.3477535,Hodes
Washington,,"Washington, D.C.",38.90542,-77.036307,Hodes
Parkhurst,14 N Main St,"Hanover, NH",43.70367,-72.28956,Hodes
Parkhurst,14 N Main St,"Hanover, NH",43.70367,-72.28956,Hodes
Concord,,"Concord, NH",43.206626,-71.533489,Hodes
New York,,"New York, NY",40.71243,-73.979617,Hodes
New Hampshire,,,43.377371,-71.61681,Hodes
2nd District in New Hampshire,,,43.874035,-71.892006,Hodes
Vietnam,,,14.572049,108.128215,Hodes
Brooklyn,,,40.678026,73.944619,Hodes
Bushwick,,"New York, NY",40.695748,-73.916872,Hodes
"Oakland, California",,"Oakland, CA",37.804092,-122.270718,Hodes
New York,,"New York, NY",40.71243,-73.979617,Hodes
Iraq,,,33.040648,43.182035,Hodes
Vietnam,,,14.572049,108.128215,Hodes
Ticknor room,6065 Webster Ave,"Hanover, NH",43.704463,-72.288231,Kendall
Rauner [Special Collections] Library,6065 Webster Ave,"Hanover, NH",43.704463,-72.288231,Kendall
Dartmouth College,,"Hanover, NH",43.7031517,-72.2894135,Kendall
"Grand Junction, Colorado",,"Grand Junction, CO",39.0687904,-108.5644531,Kendall
Grand Junction,,"Grand Junction, CO",39.0687904,-108.5644531,Kendall
Dartmouth,,"Hanover, NH",43.7031517,-72.2894135,Kendall
Grand Junction Airport,,"Grand Junction, CO",39.12183,-108.5290298,Kendall
Philippines,,,12.924464,121.790292,Kendall
America,,,37.160477,-96.277202,Kendall
Denver,,"Denver, CO",39.7400093,-104.9920197,Kendall
Denver,,"Denver, CO",39.7400093,-104.9920197,Kendall
West Point,,"West Point, NY",41.392657,-73.960164,Kendall
Thayer Hall,14 Engineering Drive,"Hanover, NH",43.704699,-72.293876,Kendall
Commons or something [the Class of 1953 Commons],6 Mass Row,"Hanover, NH",43.703192,-72.290462,Kendall
Wyoming,,Wyoming,43.079076,-107.29193,Kendall
Colorado,,Colorado,39.56823,-105.783779,Kendall
[Dartmouth] Green,1 East Wheelock St,"Hanover, NH",43.703416,-72.288561,Kendall
Vail ski area,,"Vail, CO",39.6452904,-106.3861923,Kendall
Fort Devens [Massachusetts],,"Fort Devens, MA",42.5371399,-72.6154938,Kendall
Fort Devens,,"Fort Devens, MA",42.5073013,-71.666687,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Vietnam,,,14.065122,108.271248,Kendall
"Fort Benning, Georgia",,"Fort Benning, GA",32.3574905,-84.9562302,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Cuba,,,21.64806,-77.794201,Kendall
Guantanamo [Bay Detention Camp],,,19.9850464,-75.1393661,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Bremen [Germany],,"Bremen, Germany",53.0750999,8.8046904,Kendall
Munich,,"Munich, Germany",48.1364098,11.5775404,Kendall
Mainz,,"Mainz, Germany",50.0006218,8.2724104,Kendall
Mainz,,"Mainz, Germany",50.0006218,8.2724104,Kendall
Mainz,,"Mainz, Germany",50.0006218,8.2724104,Kendall
Germany,,,51.251508,10.487078,Kendall
Germany,,,51.251508,10.487078,Kendall
Belgium,,,50.504433,4.470108,Kendall
Spain,,,40.463823,-3.749513,Kendall
Spain,,,40.463823,-3.749513,Kendall
States,,,37.160477,-96.277202,Kendall
East Germany,,,52.590341,13.107928,Kendall
West Germany,,,51.035,7.812014,Kendall
Fulda Gap,,"Fulda Gap, Germany",50.6166649,9.416667,Kendall
Fulda Gap,,"Fulda Gap, Germany",50.6166649,9.416667,Kendall
Germany,,,51.251508,10.487078,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Germany,,,51.251508,10.487078,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Germany,,,51.251508,10.487078,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Vietnam,,,14.065122,108.271248,Kendall
U.S.,,,37.160477,-96.277202,Kendall
Germany,,,51.251508,10.487078,Kendall
Vietnam,,,14.065122,108.271248,Kendall
States,,,37.160477,-96.277202,Kendall
States,,,37.160477,-96.277202,Kendall
States,,,37.160477,-96.277202,Kendall
Candlestick Park,602 Jamestown Ave,"San Francisco, CA",37.7134705,-122.386116,Kendall
Fort Benning,,"Fort Benning, GA",32.3574905,-84.9562302,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Philippines,,,12.924464,121.790292,Kendall
Tan Son Nhut Air Base,,"Tan Son Nhut, Vietnam",10.8144598,106.6652222,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Chu Lai,,"Chu Lai, Vietnam",15.993291,108.255581,Kendall
Chu Lai Air Base,,"Chu Lai, Vietnam",15.4146099,108.7039719,Kendall
Chu Lai,,"Chu Lai, Vietnam",15.993291,108.255581,Kendall
Hill 59,,,14.065122,108.271248,Kendall
Germany,,,51.251508,10.487078,Kendall
Iraq,,,33.224653,43.679497,Kendall
Afghanistan,,,33.939593,67.709967,Kendall
Da Nang,,"Đà Nang, Vietnam",16.0479698,108.2107086,Kendall
Iraq,,,33.224653,43.679497,Kendall
Afghanistan,,,33.939593,67.709967,Kendall
Watts,,"Watts, CA",33.9412804,-118.2390289,Kendall
Harlem,,"Harlem, NY",40.8088112,-73.9479599,Kendall
Puerto Rico,,,18.220838,-66.590149,Kendall
Hawaii,,,19.898745,-155.581358,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Tam Kỳ,,"Tam Kỳ, Vietnam",15.5647583,108.495018,Kendall
Chu Lai,,"Chu Lai, Vietnam",15.993291,108.255581,Kendall
Da Nang,,"Đà Nang, Vietnam",16.0479698,108.2107086,Kendall
South Vietnam,,,11.946627,108.46863,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Idaho,,,44.068096,-114.741506,Kendall
Tam Kỳ,,"Tam Kỳ, Vietnam",15.5647583,108.495018,Kendall
Chu Lai Airport [sic; Air Base],,"Chu Lai, Vietnam",15.4146099,108.7039719,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Tam Kỳ,,"Tam Kỳ, Vietnam",15.5647583,108.495018,Kendall
Tam Kỳ,,"Tam Kỳ, Vietnam",15.5647583,108.495018,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Tam Kỳ,,"Tam Kỳ, Vietnam",15.5647583,108.495018,Kendall
Tam Kỳ,,"Tam Kỳ, Vietnam",15.5647583,108.495018,Kendall
Tam Kỳ,,"Tam Kỳ, Vietnam",15.5647583,108.495018,Kendall
Vietnam,,,14.065122,108.271248,Kendall
U.S.,,,37.160477,-96.277202,Kendall
Fort Devens,,"Fort Devens, MA",42.5073013,-71.666687,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Vietnam,,,14.065122,108.271248,Kendall
U.S.,,,37.160477,-96.277202,Kendall
Massachusetts,,,42.407091,-71.382293,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Vietnam,,,14.065122,108.271248,Kendall
the Colorado River,,,34.261396,-114.130034,Kendall
Colorado River,,,34.261396,-114.130034,Kendall
Colorado River,,,34.261396,-114.130034,Kendall
Saigon,,"Ho Chi Minh City, Vietnam",10.8219604,106.6400375,Kendall
Vietnam,,,14.065122,108.271248,Kendall
San Francisco,,"San Francisco, CA",37.7771187,-122.4196396,Kendall
"Calcutta [now called Kolkata, India]",,"Kolkata, India",22.5705395,88.3712387,Kendall
Calcutta,,"Kolkata, India",22.5705395,88.3712387,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Malaysia,,,4.210227,101.97568,Kendall
Iraq,,,33.224653,43.679497,Kendall
Vietnam,,,14.065122,108.271248,Kendall
Iraq,,,33.224653,43.679497,Kendall
Afghanistan,,,33.939593,67.709967,Kendall
Rauner [Special Collections] Library,6065 Webster Ave,"Hanover, NH",43.7056522,-72.2892457,Lovely
Boston,,"Boston, MA",42.3601,71.0589,Lovely
Boston,,"Boston, MA",42.3601,71.0589,Lovely
"Lynn, Massachusetts",,"Lynn, MA",42.4668,70.9495,Lovely
Swampscott,,"Swampscott, MA",42.4709,70.9176,Lovely
"Swampscott, Massachusetts",,"Swampscott, MA",42.4709,70.9176,Lovely
Nahant,,"Nahant, MA",42.4266,70.9223,Lovely
Swampscott,,"Swampscott, MA",42.4709,70.9176,Lovely
Dartmouth,,"Hanover, NH",43.7022,72.2896,Lovely
Maine,,,45.2538,69.4455,Lovely
Cape [Cape Cod],,,41.6688,70.2962,Lovely
New Hampshire,,,43.1939,71.5724,Lovely
New Jersey,,,40.0583,74.4057,Lovely
Bowdoin College,,"Brunswick, ME",43.9077,69.964,Lovely
"Brunswick, Maine",,"Brunswick, ME",43.914,69.967,Lovely
Boston,,"Boston, MA",42.3601,71.0589,Lovely
Boston,,"Boston, MA",42.3601,71.0589,Lovely
Nahant,,"Nahant, MA",42.4266,70.9223,Lovely
Nahant,,"Nahant, MA",42.4266,70.9223,Lovely
Lynn,,"Lynn, MA",42.4668,70.9495,Lovely
Lynn,,"Lynn, MA",42.4668,70.9495,Lovely
Lynn,,"Lynn, MA",42.4668,70.9495,Lovely
Nahant,,"Nahant, MA",42.4266,70.9223,Lovely
Nahant,,"Nahant, MA",42.4266,70.9223,Lovely
Nahant,,"Nahant, MA",42.4266,70.9223,Lovely
New Hampshire,,,43.1939,71.5724,Lovely
Nahant,,"Nahant, MA",42.4266,70.9223,Lovely
Dartmouth,,"Hanover, NH",43.7022,72.2896,Lovely
Boston,,,42.3601,71.0589,Lovely
West Point,,"West Point, NY",41.3915,73.956,Lovely
Mount Moosilauke,,"Benton, NH",44.0245,71.8309,Lovely
Moosilauke,,"Benton, NH",44.0245,71.8309,Lovely
Moosilauke,,"Benton, NH",44.0245,71.8309,Lovely
[Second College] Grant,,,44.5454,71.0647,Lovely
UMass [University of Massachusetts],,"Amherst, MA",42.3868,72.5301,Lovely
Massachusetts Hall,12 Mass Row,"Hanover, NH",43.7034068,-72.290392,Lovely
Thayer Hall,,"Hanover, NH",43.7046,72.2943,Lovely
The mural room,6025 Main St,"Hanover, NH",43.700465,-72.2895,Lovely
Long Island,,,40.7891,73.135,Lovely
"Garden City, Long Island [New York]",,"Garden City, NY",40.7268,73.6343,Lovely
the Connecticut River,,,45.1453,71.1251,Lovely
Mount Ascutney,,,43.4445,72.4537,Lovely
Dartmouth,,"Hanover, NH",43.7022,72.2896,Lovely
Dartmouth,,"Hanover, NH",43.7022,72.2896,Lovely
Dartmouth,,"Hanover, NH",43.7022,72.2896,Lovely
Hanover,,"Hanover, NH",43.7022,72.2896,Lovely
Hanover,,"Hanover, NH",43.7022,72.2896,Lovely
College Hall,,"Hanover, NH",43.7022,72.2896,Lovely
Wellesley [College],,"Wellesley, MA",42.2936,71.3059,Lovely
Skidmore [College],,"Saratoga Springs, NY",43.0957,73.7857,Lovely
"Colby [Junior College, now Colby-Sawyer College]",,"New London, NH",43.4121,71.978,Lovely
Green Mountain Junior College [now Green Mountain College],,"Poultney, VT",43.5167,73.2442,Lovely
"Heorot [Chi Heorot, formerly Chi Phi] House",,"Hanover, NH",43.7022,72.2896,Lovely
Colby,,"New London, NH",43.4121,71.978,Lovely
Green Mountain,,"Poultney, VT",43.5167,73.2442,Lovely
"Saratoga [Springs, New York]",,"Saratoga Springs, NY",43.0831,73.7846,Lovely
Smith,,"Northampton, MA",42.3163,72.6403,Lovely
the Hop [Hopkins Center for the Arts],4 E Wheelock St,"Hanover, NH",43.701802,-72.287059,Lovely
the Hop,4 E Wheelock St,"Hanover, NH",43.701802,-72.287059,Lovely
Dartmouth,,"Hanover, NH",43.7022,72.2896,Lovely
Boston,,"Boston, MA",42.3601,71.0589,Lovely
Chi Phi,,"Hanover, NH",43.7022,72.2896,Lovely
Hanover,,"Hanover, NH",43.7022,72.2896,Lovely
Thayer Hall,,"Hanover, NH",43.7046,72.2943,Lovely
Vietnam,,,14.0583,108.2772,Lovely
Dartmouth,,"Hanover, NH",43.7022,72.2896,Lovely
Vietnam,,,14.0583,108.7227,Lovely
Vietnam,,,14.0583,108.7227,Lovely
"Quantico [Marine Cops Base Quantico, in Virginia]",,"Quantico, VA",38.5199,77.3152,Lovely
Quantico,,"Quantico, VA",38.5229,77.2901,Lovely
The BEMA [Big Empty Meeting Area],,"Hanover, NH",43.7052,72.2845,Lovely
Dartmouth,,"Hanover, NH",43.7022,72.2896,Lovely
Dartmouth,,"Hanover, NH",43.7022,72.2896,Lovely
"Quantico, Virginia",,"Quantico, VA",38.5229,77.2901,Lovely
Kansas,,,39.0119,98.4842,Lovely
Vietnam,,,14.0583,108.7227,Lovely
Quantico,,"Quantico, VA",38.5199,77.3152,Lovely
Boston,,"Boston, MA",42.3601,71.0589,Lovely
Vietnam,,,14.0583,108.7227,Lovely
Vietnam,,,14.0583,108.7227,Lovely
San Francisco,,"San Francisco, CA",37.7749,122.4194,Lovely
San Francisco,,"San Francisco, CA",37.7749,122.4194,Lovely
San Francisco,,"San Francisco, CA",37.7749,122.4194,Lovely
International Date Line,,,-16.15,180,Lovely
"Okinawa [Islands, Japan]",,,26.1202,127.7025,Lovely
Okinawa,,,26.1202,127.7025,Lovely
Okinawa,,,26.1202,127.7025,Lovely
Vietnam,,,14.0583,108.7227,Lovely
Okinawa,,,26.1202,127.7025,Lovely
Vietnam,,,14.0583,108.7227,Lovely
Vietnam,,,14.0583,108.7227,Lovely
I Corps,,,15.656681,108.079846,Lovely
Vietnam,,,14.0583,108.7227,Lovely
I Corps,,,15.656681,108.079846,Lovely
Vietnam,,,14.0583,108.7227,Lovely
DMZ [Demilitarized Zone],,,17,106,Lovely
ÄÃ´ng HÃ ,,Dong Ha,16.8089,107.0894,Lovely
Huáº¿,,Hue,16.4637,107.5909,Lovely
[National] Route 9,,,16.788109,106.871461,Lovely
I Corps,,,15.656681,108.079846,Lovely
Khe Sanh,,Khe Sanh,16.6193,106.7323,Lovely
Khe Sanh,,Khe Sanh,16.6193,106.7323,Lovely
Khe Sanh,,Khe Sanh,16.6193,106.7323,Lovely
Äiá»‡n BiÃªn Phá»§,,Dien Bien Phu,21.4064,103.0322,Lovely
Khe Sanh,,Khe Sanh,16.6193,106.7323,Lovely
Khe Sanh,,Khe Sanh,16.6193,106.7323,Lovely
Khe Sanh,,Khe Sanh,16.6193,106.7323,Lovely
Hill 68,,,14.0583,108.7227,Lovely
Khe Sanh,,Khe Sanh,16.6193,106.7323,Lovely
Rauner Library,,"Hanover, NH",43.7056522,-72.2892457,Lovely
"Hanover, New Hampshire",,"Hanover, NH",43.7022,72.2896,Lovely
Boston,,"Boston, MA",42.3601,71.0589,Lovely
Khe Sanh,,Khe Sanh,16.6193,106.7323,Lovely
Khe Sanh,,Khe Sanh,16.6193,106.7323,Lovely
Vietnam,,,14.0583,108.7227,Lovely
Khe Sanh,,Khe Sanh,16.6193,106.7323,Lovely
North Vietnam,,,21.016,105.5059,Lovely
Há»“ ChÃ­ Minh trail,,,16.498678,106.486979,Lovely
North Vietnam,,,21.016,105.5059,Lovely
Laotian border,,,16.686293,106.590804,Lovely
Laotian border,,,16.686293,106.590804,Lovely
South Vietnam,,,10.45,106.4,Lovely
ÄÃ´ng HÃ ,,Dong Ha,16.8089,107.0894,Lovely
Hawaii,,,19.8968,155.5828,Lovely
Khe Sanh,,Khe Sanh,16.6193,106.7323,Lovely
Khe Sanh,,Khe Sanh,16.6193,106.7323,Lovely
ÄÃ´ng HÃ ,,Dong Ha,16.8089,107.0894,Lovely
Da Nang,,Da Nang,16.0544,108.2022,Lovely
Da Nang,,Da Nang,16.0544,108.2022,Lovely
Da Nang,,Da Nang,16.0544,108.2022,Lovely
ÄÃ´ng HÃ ,,Dong Ha,16.8089,107.0894,Lovely
Vietnam,,,14.0583,108.7227,Lovely
Okinawa,,,26.1202,127.7025,Lovely
Vietnam,,,14.0583,108.7227,Lovely
"Newport, Rhode Island",,"Newport, RI",41.4901,71.3128,Lovely
Newport,,"Newport, RI",41.4901,71.3128,Lovely
Newport,,"Newport, RI",41.4901,71.3128,Lovely
Nahant,,"Nahant, MA",42.4266,70.9223,Lovely
Newport,,"Newport, RI",41.4901,71.3128,Lovely
Newport,,"Newport, RI",41.4901,71.3128,Lovely
Newport,,"Newport, RI",41.4901,71.3128,Lovely
"Dorchester, Massachusetts",,"Dorchester, MA",42.3016,71.0676,Lovely
Boston,,"Boston, MA",42.3601,71.0589,Lovely
Boston,,"Boston, MA",42.3601,71.0589,Lovely
Boston,,"Boston, MA",42.3601,71.0589,Lovely
Boston,,"Boston, MA",42.3601,71.0589,Lovely
Boston,,"Boston, MA",42.3601,71.0589,Lovely
Boston,,"Boston, MA",42.3601,71.0589,Lovely
Boston,,"Boston, MA",42.3601,71.0589,Lovely
"Fredericksburg, Virginia",,"Fredericksburg, VA",38.3032,77.4605,Lovely
